Frequency Max [GHz],0.35,0.35,1.05,1.05,13.5,13.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.95,0.95,0.95,0.95,1.5,1.5,1.5,1.4,1.56,1.56,1.56,1.425,12.0,12.0,12.0,1.5,1.5,1.5,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,11.0,11.0,11.0,11.0,11.0,11.0
Pipeline,DPrepA,DPrepC,DPrepA,DPrepC,DPrepA,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA_Image,DPrepB,DPrepC,ICAL,DPrepA,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB,ICAL,DPrepA_Image,DPrepB
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Max # of channels,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,41000,41000,65536,65536,65536,65536,100,5000,65536,65536,65536,2500,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536
Delta W snapshot10 [lambda],,,1168.0128152168597,8845.726400361404,47606.879254634114,232653.0806442669,,,,,,,,,,,,,9690.096432544502,7119.40521955175,4067.257367124138,46669.21946247198,14470.702690322518,13027.387961531862,12626.467122873388,56816.5226942221,12667.214776853956,9836.20084107749,4986.481802788632,73487.1757414887,233952.53286629272,218609.4446346806,70960.945771751,4200.538858263151,4200.538832549811,1579.2432449369223,6850.767809013324,5632.323867648766,4423.837276575929,8402.153565973109,5632.323867648766,4423.837276575929,6850.767809013324,5632.323867648766,4423.837276575929,120991.79758666422,43701.07001763116,33966.486720463945,110717.25801097504,43701.07001763116,33966.486720463945
Delta W snapshot11 [lambda],,,1347.707094480992,10206.607385032388,54931.014524577826,268445.86228184646,,,,,,,,,,,,,11180.88049908981,8214.698330252018,4692.989269758621,53849.09937977536,16696.964642679828,15031.601494075225,14569.000526392372,65557.52618564088,14616.017050216104,11349.462508935565,5753.632849371499,84792.8950863331,269945.23023033777,252241.66688616993,81878.01435202039,4846.775605688252,4846.775576019012,1822.2037441579873,7904.7320873230665,6498.8352319024225,5104.427626818379,9694.792576122818,6498.8352319024225,5104.427626818379,7904.7320873230665,6498.8352319024225,5104.427626818379,139605.9202923049,50424.31155880518,39192.100062073776,127750.68232035582,50424.31155880518,39192.100062073776
Delta W max0 [lambda],1.3173389729330272,3.822776975132372,44.923569816033066,340.22024616774627,1831.0338174859276,8948.19540939488,3.2129504080011406,2.950941962155939,1.5587009164225243,36.47950025207413,3.3728134273672015,2.950941962155939,1.5587009164225243,36.47950025207413,3.3728134273672015,2.950941962155939,1.5587009164225243,36.47950025207413,372.696016636327,273.8232776750673,156.4329756586207,1794.9699793258453,556.5654880893276,501.0533831358408,485.6333508797457,2185.250872854696,487.2005683405368,378.3154169645189,191.78776164571664,2826.4298362111035,8998.174341011258,8408.05556287233,2729.267145067346,161.55918685627503,161.5591858673004,60.74012480526625,263.49106957743555,216.62784106341408,170.14758756061264,323.15975253742727,216.62784106341408,170.14758756061264,263.49106957743555,216.62784106341408,170.14758756061264,4653.530676410162,1680.810385293506,1306.4033354024593,4258.356077345194,1680.810385293506,1306.4033354024593
Delta W max1 [lambda],1.9087972873111212,5.539125821110172,67.3853547240496,510.33036925161946,2746.550726228891,13422.293114092321,4.655499570777163,4.275854679858606,2.2585258176734535,52.858051385658435,4.887137823327985,4.275854679858606,2.2585258176734535,52.858051385658435,4.887137823327985,4.275854679858606,2.2585258176734535,52.858051385658435,559.0440249544904,410.73491651260093,234.64946348793103,2692.454968988768,834.8482321339915,751.5800747037612,728.4500263196186,3277.876309282044,730.8008525108052,567.4731254467782,287.681642468575,4239.644754316655,13497.261511516886,12612.083344308496,4093.900717601019,242.33878028441256,242.33877880095062,91.11018720789937,395.2366043661533,324.94176159512114,255.22138134091895,484.7396288061409,324.94176159512114,255.22138134091895,395.2366043661533,324.94176159512114,255.22138134091895,6980.296014615244,2521.215577940259,1959.605003103689,6387.534116017791,2521.215577940259,1959.605003103689
Delta W max2 [lambda],2.795984758878262,8.113649090076871,89.84713963206613,680.4404923354925,3662.067634971855,17896.39081878976,6.8193233149411965,6.263223756412606,3.3082631695498472,77.42587808603488,7.158624417269162,6.263223756412606,3.3082631695498472,77.42587808603488,7.158624417269162,6.263223756412606,3.3082631695498472,77.42587808603488,745.392033272654,547.6465553501346,312.8659513172414,3589.9399586516906,1113.1309761786551,1002.1067662716816,971.2667017594914,4370.501745709392,974.4011366810736,756.6308339290377,383.5755232914333,5652.859672422207,17996.348682022515,16816.11112574466,5458.534290134692,323.11837371255007,323.1183717346008,121.4802496105325,526.9821391548711,433.25568212682816,340.29517512122527,646.3195050748545,433.25568212682816,340.29517512122527,526.9821391548711,433.25568212682816,340.29517512122527,9307.061352820325,3361.620770587012,2612.8066708049187,8516.712154690387,3361.620770587012,2612.8066708049187
Delta W max3 [lambda],4.059554794140554,11.780394351938535,134.7707094480992,1020.6607385032389,5493.101452457782,26844.586228184642,9.9011328899627,9.093719107868303,4.803343640404106,112.41641914414681,10.393771990458111,9.093719107868303,4.803343640404106,112.41641914414681,10.393771990458111,9.093719107868303,4.803343640404106,112.41641914414681,1118.0880499089808,821.4698330252019,469.29892697586206,5384.909937977536,1669.696464267983,1503.1601494075223,1456.9000526392372,6555.752618564088,1461.6017050216103,1134.9462508935565,575.36328493715,8479.28950863331,26994.523023033773,25224.16668861699,8187.801435202038,484.67756056882513,484.67755760190124,182.22037441579874,790.4732087323066,649.8835231902423,510.4427626818379,969.4792576122818,649.8835231902423,510.4427626818379,790.4732087323066,649.8835231902423,510.4427626818379,13960.592029230487,5042.431155880518,3919.210006207378,12775.068232035583,5042.431155880518,3919.210006207378
Delta W max4 [lambda],5.941467612616306,17.24150431641335,224.61784908016534,1701.1012308387315,9155.169087429638,44740.9770469744,14.491062044250043,13.309350482376788,7.030059235293426,164.52999093282415,15.21207688669697,13.309350482376788,7.030059235293426,164.52999093282415,15.21207688669697,13.309350482376788,7.030059235293426,164.52999093282415,1863.4800831816349,1369.1163883753366,782.1648782931035,8974.849896629226,2782.827440446638,2505.266915679204,2428.1667543987287,10926.25436427348,2436.002841702684,1891.5770848225943,958.9388082285832,14132.149181055518,44990.87170505629,42040.27781436165,13646.33572533673,807.7959342813753,807.795929336502,303.70062402633124,1317.4553478871778,1083.1392053170705,850.7379378030632,1615.7987626871363,1083.1392053170705,850.7379378030632,1317.4553478871778,1083.1392053170705,850.7379378030632,23267.653382050812,8404.05192646753,6532.016677012296,21291.780386725968,8404.05192646753,6532.016677012296
Delta W max5 [lambda],8.656798964988464,25.12110583658416,314.46498871223145,2381.541723174224,12817.236722401492,62637.36786576417,21.11367410972178,19.39190432273903,10.242891736490874,239.7224302279157,22.16420252269875,19.39190432273903,10.242891736490874,239.7224302279157,22.16420252269875,19.39190432273903,10.242891736490874,239.7224302279157,2608.872116454289,1916.7629437254711,1095.0308296103449,12564.789855280917,3895.9584166252935,3507.373681950886,3399.43345615822,15296.756109982873,3410.4039783837575,2648.207918751632,1342.5143315200164,19785.008853477724,62987.22038707881,58856.38894010631,19104.870015471424,1130.9143079939254,1130.914301071103,425.18087363686374,1844.4374870420488,1516.3948874438986,1191.0331129242884,2262.118267761991,1516.3948874438986,1191.0331129242884,1844.4374870420488,1516.3948874438986,1191.0331129242884,32574.714734871137,11765.672697054542,9144.823347817215,29808.49254141636,11765.672697054542,9144.823347817215
Delta W max6 [lambda],12.635700352622914,36.66745261861663,494.15926797636376,3742.422707845209,20141.371992345204,98430.1495033437,30.818095750215026,28.30495351455697,14.950804708542579,349.9054105811192,32.35147573188948,28.30495351455697,14.950804708542579,349.9054105811192,32.35147573188948,28.30495351455697,14.950804708542579,349.9054105811192,2981.568133090616,2190.5862214005383,1251.4638052689656,14359.759834606763,6122.220368982604,5511.587214494249,5341.966859677203,24037.759601401656,5359.206251745904,4161.469586609707,2109.665378102883,31090.728198322136,98979.91775112384,92488.61119159564,30021.93859574081,1615.5918685627505,1615.591858673004,607.4012480526625,2898.4017653517913,2382.906251697555,1871.623463166739,3554.7572779117,2382.906251697555,1871.623463166739,2898.4017653517913,2382.906251697555,1871.623463166739,51188.83744051179,18488.914238228568,14370.436689427052,46841.91685079713,18488.914238228568,14370.436689427052
Delta W max7 [lambda],36.608637169026565,62.41268530828363,673.853547240496,5103.303692516194,27465.507262288913,134222.93114092323,52.45633319185536,48.17864428009697,33.47075398311001,595.5836775848837,55.066341671301245,48.17864428009697,33.47075398311001,595.5836775848837,55.066341671301245,48.17864428009697,33.47075398311001,595.5836775848837,5590.440249544905,4107.349165126009,2346.4946348793105,26924.54968988768,8348.482321339914,7515.800747037612,7284.500263196186,32778.76309282044,7308.008525108052,5674.7312544677825,2876.8164246857496,42396.44754316655,134972.61511516888,126120.83344308496,40939.00717601019,2423.387802844126,2423.387788009506,911.1018720789937,3952.3660436615332,3249.4176159512112,2552.2138134091897,4847.396288061409,3249.4176159512112,2552.2138134091897,3952.3660436615332,3249.4176159512112,2552.2138134091897,69802.96014615244,25212.15577940259,19596.050031036888,63875.34116017791,25212.15577940259,19596.050031036888
Delta W max8 [lambda],,,808.6242566885952,6123.9644310194335,32958.6087147467,161067.51736910787,,,,,,,,,,,,,6708.528299453886,4928.818998151211,2815.7935618551724,32309.459627865213,10018.178785607897,9018.960896445134,8741.400315835423,39334.51571138453,8769.610230129661,6809.677505361339,3452.1797096228993,50875.737051799864,161967.13813820263,151345.00013170196,49126.80861121223,2908.065363412951,2908.0653456114073,1093.3222464947924,4742.83925239384,3899.3011391414534,3062.6565760910275,5816.875545673691,3899.3011391414534,3062.6565760910275,4742.83925239384,3899.3011391414534,3062.6565760910275,83763.55217538292,30254.58693528311,23515.26003724427,76650.40939221349,30254.58693528311,23515.26003724427
Delta W max9 [lambda],,,988.3185359527275,7484.845415690418,40282.74398469041,196860.2990066874,,,,,,,,,,,,,8199.312365999192,6024.11210885148,3441.5254644896554,39489.339545168594,12244.440737965208,11023.174428988497,10683.933719354405,48075.51920280331,10718.412503491809,8322.939173219414,4219.330756205766,62181.45639664427,197959.83550224768,184977.22238319129,60043.87719148162,3554.302110838051,3554.302089080609,1336.2827457158573,5796.8035307035825,4765.81250339511,3743.246926333478,7109.5145558234,4765.81250339511,3743.246926333478,5796.8035307035825,4765.81250339511,3743.246926333478,102377.67488102357,36977.828476457136,28740.873378854103,93683.83370159427,36977.828476457136,28740.873378854103
Delta W max10 [lambda],,,1168.0128152168597,8845.726400361404,47606.879254634114,232653.0806442669,,,,,,,,,,,,,9690.096432544502,7119.40521955175,4067.257367124138,46669.21946247198,14470.702690322518,13027.387961531862,12626.467122873388,56816.5226942221,12667.214776853956,9836.20084107749,4986.481802788632,73487.1757414887,233952.53286629272,218609.4446346806,70960.945771751,4200.538858263151,4200.538832549811,1579.2432449369223,6850.767809013324,5632.323867648766,4423.837276575929,8402.153565973109,5632.323867648766,4423.837276575929,6850.767809013324,5632.323867648766,4423.837276575929,120991.79758666422,43701.07001763116,33966.486720463945,110717.25801097504,43701.07001763116,33966.486720463945
Delta W max11 [lambda],,,1347.707094480992,10206.607385032388,54931.014524577826,268445.86228184646,,,,,,,,,,,,,11180.88049908981,8214.698330252018,4692.989269758621,53849.09937977536,16696.964642679828,15031.601494075225,14569.000526392372,65557.52618564088,14616.017050216104,11349.462508935565,5753.632849371499,84792.8950863331,269945.23023033777,252241.66688616993,81878.01435202039,4846.775605688252,4846.775576019012,1822.2037441579873,7904.7320873230665,6498.8352319024225,5104.427626818379,9694.792576122818,6498.8352319024225,5104.427626818379,7904.7320873230665,6498.8352319024225,5104.427626818379,139605.9202923049,50424.31155880518,39192.100062073776,127750.68232035582,50424.31155880518,39192.100062073776
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],1.4127516116112506,3.1464964952881815,0.9275933699959681,1.4982380355580691,0.9953204789034203,3.2791814153503074,1.6447003638870505,0.7475213740932096,0.8509915633779771,1.7445168140712315,1.2970548290896966,0.7475213740932096,0.8509915633779771,1.7445168140712315,1.2970548290896966,0.7475213740932096,0.8509915633779771,1.7445168140712315,3.163301287815655,1.5979422129251835,1.6166710272437146,3.5701151634008528,2.520569409092288,1.3464665822273987,1.3152184933187618,3.581899406774765,2.819305323283442,1.4847880655355883,1.6390853958021254,3.822438893491329,1.5456359254075387,0.7116766648857472,1.2105790426460636,1.0227138786129937,1.022713873911417,1.9430381800625458,1.6162393380477673,1.242778788732432,1.0366109715034437,1.7099986670091276,1.242778788732432,1.0366109715034437,1.6162393380477673,1.242778788732432,1.0366109715034437,1.0662107604746578,1.2521450863819892,1.0362314463858802,1.31171834738151,1.2521450863819892,1.0362314463858802
W kernel support pred1 [uv-pixels],1.866723919335652,4.159040903926383,1.2577887377287553,2.0318834003679647,1.3496516590864882,4.448897461257677,2.173322096302028,0.9875588906507123,1.1242876968515871,2.3052712153885078,1.7138020136257506,0.9875588906507123,1.1242876968515871,2.3052712153885078,1.7138020136257506,0.9875588906507123,1.1242876968515871,2.3052712153885078,4.291584930328349,2.1671546304142923,2.192565118309866,4.843878713717209,3.4191565219514404,1.8259820845599497,1.7835909221168935,4.859878148298197,3.824629828485039,2.0136359101734453,2.2229762712552987,5.186470592396603,2.0961886413432453,0.9649471229358387,1.6416412963974452,1.3868080649839698,1.3868080586067089,2.635397333503803,2.191979417899525,1.6853214561796324,1.4056582679962761,2.3191911254253186,1.6853214561796324,1.4056582679962761,2.191979417899525,1.6853214561796324,1.4056582679962761,1.445808234580178,1.6980273079118042,1.4051434733774346,1.778842659769913,1.6980273079118042,1.4051434733774346
W kernel support pred2 [uv-pixels],2.487031917612772,5.543477807914005,1.5612223156906333,2.522394246897693,1.675274791631658,5.524699255760213,2.895702244196107,1.3154410590807994,1.4976203970503519,3.0715931002336565,2.2832164216617983,1.3154410590807994,1.4976203970503519,3.0715931002336565,2.2832164216617983,1.3154410590807994,1.4976203970503519,3.0715931002336565,5.329245476434512,2.6903775228874904,2.721933566471555,6.015472338881921,4.245406088968776,2.2667121289382166,2.214073795262455,6.035352784537442,4.749111156529293,2.499734496412932,2.759699958864048,6.441180508342014,2.6022494116097463,1.1976665441448628,2.037815292012614,1.7214072516916368,1.721407243773746,3.271897222834821,2.7212062114520457,2.0920521016801836,1.7448113853691172,2.879187233532207,2.0920521016801836,1.7448113853691172,2.7212062114520457,2.0920521016801836,1.7448113853691172,1.7946614254711166,2.1078288359433515,1.7441722222357285,2.2081777782154184,2.1078288359433515,1.7441722222357285
W kernel support pred3 [uv-pixels],3.291979792336587,7.341400323267858,2.1173351469004302,3.421633241389383,2.2720775598351652,7.498365680694913,3.8332158560986564,1.7407559225612215,1.981923801043036,4.066183661283068,3.022076309432079,1.7407559225612215,1.981923801043036,4.066183661283068,3.022076309432079,1.7407559225612215,1.981923801043036,4.066183661283068,7.23285818538614,3.6496314370324514,3.6924628932159496,8.16509968541153,5.760811491808194,3.0746301486336094,3.003195154497349,8.192109816198817,6.4448772093267515,3.3908789248932796,3.7437243478872486,8.743508553363839,3.5300163852298843,1.6241251877675564,2.764006484360487,2.334670506184962,2.3346704954417956,4.4390086672402775,3.6914756389497145,2.8376059708088794,2.3664258930756743,3.905912314884974,2.8376059708088794,2.3664258930756743,3.6914756389497145,2.8376059708088794,2.3664258930756743,2.434064815656337,2.8590153197221735,2.365558654615926,2.995193810165238,2.8590153197221735,2.365558654615926
W kernel support pred4 [uv-pixels],4.384401639816995,9.78370141557198,3.1087239568964873,5.025474966505697,3.336069264175043,11.02261833122394,5.105728405794376,2.3176966710236377,2.6389350621867496,5.4162480622156775,4.024733587622524,2.3176966710236377,2.6389350621867496,5.4162480622156775,4.024733587622524,2.3176966710236377,2.6389350621867496,5.4162480622156775,10.631791465147597,5.360642127831128,5.423609621765464,12.004189191658472,8.465535288807486,4.515425396630965,4.41043440148702,12.043957832537485,9.47207484327544,4.980267160466092,5.498971650277248,12.855884197894259,5.184799021684533,2.3842225390398655,4.058912243434138,3.428034635517177,3.4280346197324305,6.521291260965075,5.4221582248704845,4.167073396995384,3.474692612099057,5.7374222799542585,4.167073396995384,3.474692612099057,5.4221582248704845,4.167073396995384,3.474692612099057,3.574076312345647,4.198537037843472,3.4734183753189676,4.398674689987956,4.198537037843472,3.4734183753189676
